"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","note_classif.label","note_indicator.label","note_source.label"
"Guatemala","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.394,,"Frequency: Monthly",
"French Guiana","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.078,,"Frequency: Monthly",
"French Guiana","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.096,,"Frequency: Monthly",
"Guam","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M11",1.006,,"Frequency: Monthly",
"Guam","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M11",1.018,"Nonstandard COICOP classification: Food and beverages","Frequency: Monthly",
"Guyana","CPS - Consumer Price Survey, Urban areas","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M12",-0.185,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Guyana","CPS - Consumer Price Survey, Urban areas","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M12",-0.264,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Hong Kong, China","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.244,,"Frequency: Monthly",
"Hong Kong, China","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.203,,"Frequency: Monthly",
"Honduras","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.249,,"Frequency: Monthly",
"Honduras","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.326,"Nonstandard COICOP classification: Food","Frequency: Monthly",
"Croatia","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.833,,"Frequency: Monthly",
"Croatia","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.278,,"Frequency: Monthly",
"Haiti","CPS - Consumer Price Index, Metropolitan Area","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.582,,"Frequency: Monthly",
"Haiti","CPS - Consumer Price Index, Metropolitan Area","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.694,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Hungary","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.677,,"Frequency: Monthly",
"Hungary","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.681,,"Frequency: Monthly",
"Indonesia","CPS - Consumer Price Survey, Combined","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.46,,"Frequency: Monthly",
"Indonesia","CPS - Consumer Price Survey, Combined","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",3.225,,"Frequency: Monthly",
"Isle of Man","CPS - General Index of Retail Prices","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.605,,"Frequency: Monthly",
"Isle of Man","CPS - General Index of Retail Prices","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.418,,"Frequency: Monthly",
"India","CPS - Consumer Price Survey, Industrial Workers","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.071,,"Frequency: Monthly","Population coverage: Industrial workers"
"Ireland","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.394,,"Frequency: Monthly",
"Ireland","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.204,,"Frequency: Monthly",
"Iran (Islamic Republic of)","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.877,,"Frequency: Monthly",
"Iran (Islamic Republic of)","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",3.348,,"Frequency: Monthly",
"Iraq","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.942,,"Frequency: Monthly",
"Iraq","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-3.121,,"Frequency: Monthly",
"Iceland","CPS - Cost of Living Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.31,,"Frequency: Monthly","Data reference period: Noncalendar year"
"Iceland","CPS - Cost of Living Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.371,,"Frequency: Monthly","Data reference period: Noncalendar year"
"Israel","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.966,,"Frequency: Monthly",
"Italy","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M11",-0.186,,"Frequency: Monthly",
"Italy","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M11",0.654,,"Frequency: Monthly",
"Jamaica","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.356,,"Frequency: Monthly",
"Jamaica","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.625,,"Frequency: Monthly",
"Jersey","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.502,,"Frequency: Monthly",
"Jersey","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.258,,"Frequency: Monthly",
"Jordan","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.404,,"Frequency: Monthly",
"Jordan","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.95,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Japan","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.097,,"Frequency: Monthly",
"Japan","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.871,,"Frequency: Monthly",
"Kazakhstan","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2009M06",0.374,,"Frequency: Monthly",
"Kazakhstan","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2009M06",0.16,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Kenya","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.435,,"Frequency: Monthly",
"Kenya","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.71,,"Frequency: Monthly",
"Kyrgyzstan","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2007M04",1.268,,"Frequency: Monthly",
"Kyrgyzstan","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2007M04",0.271,,"Frequency: Monthly",
"Cambodia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.7,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Cambodia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.5,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Kitts and Nevis","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2000M12",0.112,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Kitts and Nevis","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2000M12",-0.357,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Republic of Korea","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.009,,"Frequency: Monthly",
"Republic of Korea","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.594,,"Frequency: Monthly",
"Kosovo","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.236,,"Frequency: Monthly",
"Kosovo","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.523,,"Frequency: Monthly",
"Kuwait","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.969,,"Frequency: Monthly",
"Kuwait","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.202,"Nonstandard COICOP classification: Food","Frequency: Monthly",
"Lao People's Democratic Republic","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.041,,"Frequency: Monthly",
"Lebanon","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-1.224,,"Frequency: Monthly",
"Lebanon","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.949,,"Frequency: Monthly",
"Liberia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","1990M06",2.422,,"Frequency: Monthly","Data reference period: Incomplete year | Geographical coverage: Main city or metropolitan area"
"Liberia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","1990M06",5.556,,"Frequency: Monthly","Data reference period: Incomplete year | Geographical coverage: Main city or metropolitan area"
"Libya","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","1979M12",-3.567,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Lucia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.302,,"Frequency: Monthly",
"Saint Lucia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.23,,"Frequency: Monthly",
"Sri Lanka","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.558,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Sri Lanka","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.838,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Lesotho","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.024,,"Frequency: Monthly",
"Lesotho","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.301,,"Frequency: Monthly",
"Lithuania","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.607,,"Frequency: Monthly",
"Lithuania","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.273,,"Frequency: Monthly",
"Luxembourg","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.611,,"Frequency: Monthly",
"Luxembourg","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.482,,"Frequency: Monthly",
"Latvia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.662,,"Frequency: Monthly",
"Latvia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.096,,"Frequency: Monthly",
"Macao, China","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.3,,"Frequency: Monthly",
"Macao, China","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.3,,"Frequency: Monthly",
"Morocco","CPS - Cost of Living Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.262,,"Frequency: Monthly",
"Morocco","CPS - Cost of Living Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.906,,"Frequency: Monthly",
"Republic of Moldova","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.727,,"Frequency: Monthly",
"Republic of Moldova","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.366,,"Frequency: Monthly",
"Madagascar","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.112,,"Frequency: Monthly",
"Madagascar","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.193,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Maldives","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.254,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Maldives","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.852,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Mexico","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.49,,"Frequency: Monthly",
"Mexico","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.379,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Marshall Islands","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2009M02",-6.322,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Marshall Islands","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2009M02",-1.107,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"North Macedonia","CPS - Cost of Living Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M11",-0.05,,"Frequency: Monthly",
"Mali","CPS - Consumer Price Survey, Main City","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.176,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Mali","CPS - Consumer Price Survey, Main City","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.587,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Malta","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.183,,"Frequency: Monthly",
"Malta","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.576,,"Frequency: Monthly",
"Myanmar","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2013M09",0.403,,"Frequency: Monthly",
"Montenegro","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M10",0.159,,"Frequency: Monthly",
"Montenegro","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M10",0.238,,"Frequency: Monthly",
"Mongolia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M12",1.956,,"Frequency: Monthly",
"Mongolia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M12",3.781,,"Frequency: Monthly",
"Northern Mariana Islands","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2009M11",1.036,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Northern Mariana Islands","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2009M11",1.014,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Mozambique","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.705,,"Frequency: Monthly",
"Mauritania","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.19,,"Frequency: Monthly",
"Mauritania","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.37,,"Frequency: Monthly",
"Montserrat","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","1985M12",2.45,,"Frequency: Monthly",
"Montserrat","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","1985M12",3.199,,"Frequency: Monthly",
"Martinique","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.23,,"Frequency: Monthly",
"Martinique","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.484,,"Frequency: Monthly",
"Mauritius","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.378,,"Frequency: Monthly",
"Mauritius","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.191,,"Frequency: Monthly",
"Malawi","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",4.428,,"Frequency: Monthly",
"Malawi","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",6.713,,"Frequency: Monthly",
"Malaysia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.089,,"Frequency: Monthly",
"Malaysia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.345,,"Frequency: Monthly",
"Namibia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.091,,"Frequency: Monthly",
"Namibia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.442,,"Frequency: Monthly",
"New Caledonia","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.171,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"New Caledonia","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.37,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Niger","CPS - Consumer Price Index, Africans","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.837,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area | Population coverage: Africans"
"Niger","CPS - Consumer Price Index, Africans","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.841,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area | Population coverage: Africans"
"Norfolk Island","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M09",0.894,,"Frequency: Monthly",
"Norfolk Island","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M09",0.529,,"Frequency: Monthly",
"Nigeria","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.797,,"Frequency: Monthly",
"Nigeria","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.959,"Nonstandard COICOP classification: Food","Frequency: Monthly",
"Nicaragua","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.069,,"Frequency: Monthly",
"Nicaragua","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.162,,"Frequency: Monthly",
"Niue","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2010M05",1.007,,"Frequency: Monthly",
"Niue","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2010M05",1.016,,"Frequency: Monthly",
"Netherlands","CPS - Price Index Numbers of Final Consumption Expenditure","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.199,,"Frequency: Monthly",
"Netherlands","CPS - Price Index Numbers of Final Consumption Expenditure","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.349,,"Frequency: Monthly",
"Norway","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.617,,"Frequency: Monthly",
"Nepal","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.565,,"Frequency: Monthly",
"Nepal","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-3.125,,"Frequency: Monthly",
"New Zealand","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.315,,"Frequency: Monthly",
"Oman","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2010M05",0.376,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Oman","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2010M05",0.135,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Pakistan","CPS - Consumer Price Survey, Combined","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-1.011,,"Frequency: Monthly",
"Pakistan","CPS - Consumer Price Survey, Combined","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-2.088,,"Frequency: Monthly",
"Panama","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.4,,"Frequency: Monthly","Geographical coverage: Urban areas only"
