"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","note_classif.label","note_indicator.label","note_source.label"
"Peru","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.232,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Peru","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.317,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Philippines","CPS - Consumer Price Survey for All-Income Households in the Philippines","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.213,,"Frequency: Monthly",
"Philippines","CPS - Consumer Price Survey for All-Income Households in the Philippines","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.064,,"Frequency: Monthly",
"Poland","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.297,,"Frequency: Monthly",
"Puerto Rico","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.727,,"Frequency: Monthly",
"Puerto Rico","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.086,"Nonstandard COICOP classification: Food and beverages","Frequency: Monthly",
"Portugal","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.076,"Nonstandard COICOP classification: Excluding rents","Frequency: Monthly",
"Portugal","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.262,,"Frequency: Monthly",
"Paraguay","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.727,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Paraguay","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",2.252,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Palestine (State of)","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.646,,"Frequency: Monthly",
"Palestine (State of)","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.82,,"Frequency: Monthly",
"French Polynesia","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.677,,"Frequency: Monthly",
"French Polynesia","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.841,,"Frequency: Monthly",
"Qatar","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.336,,"Frequency: Monthly",
"Qatar","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.361,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Réunion","CPS - Consumer Price Index for Middle-Income Urban Households","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.077,,"Frequency: Monthly",
"Réunion","CPS - Consumer Price Index for Middle-Income Urban Households","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.681,,"Frequency: Monthly",
"Romania","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.097,,"Frequency: Monthly",
"Romania","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.236,,"Frequency: Monthly",
"Russian Federation","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2013M12",0.534,,"Frequency: Monthly",
"Rwanda","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-1.289,,"Frequency: Monthly",
"Rwanda","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-2.666,,"Frequency: Monthly",
"Saudi Arabia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.076,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"Saudi Arabia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.405,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly","Geographical coverage: Urban areas only"
"Sudan","CPS - Consumer Price Survey, Low Income Group","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2001M12",1.879,,"Frequency: Monthly","Population coverage: Low income group"
"Senegal","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.478,,"Frequency: Monthly",
"Senegal","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.268,,"Frequency: Monthly",
"Singapore","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.1,,"Frequency: Monthly",
"Singapore","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.2,,"Frequency: Monthly",
"Saint Helena","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M02",0.484,,"Frequency: Monthly",
"Saint Helena","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M02",1.838,,"Frequency: Monthly",
"Solomon Islands","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.8,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Sierra Leone","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.409,,"Frequency: Monthly",
"Sierra Leone","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.447,,"Frequency: Monthly",
"El Salvador","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.815,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"El Salvador","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.172,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"San Marino","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.13,,"Frequency: Monthly",
"San Marino","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.025,,"Frequency: Monthly",
"Somalia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","1988M01",2.433,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Somalia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","1988M01",3.337,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Pierre and Miquelon","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2005M12",4.007,,"Frequency: Monthly",
"Saint Pierre and Miquelon","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2005M12",1.565,,"Frequency: Monthly",
"Serbia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M12",-0.644,,"Frequency: Monthly",
"Serbia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M12",-1.999,,"Frequency: Monthly",
"Sao Tome and Principe","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.16,,"Frequency: Monthly",
"Sao Tome and Principe","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.467,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Suriname","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.28,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Suriname","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.467,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Slovakia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.244,,"Frequency: Monthly",
"Slovakia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.215,,"Frequency: Monthly",
"Slovenia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.464,,"Frequency: Monthly",
"Slovenia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.568,,"Frequency: Monthly",
"Sweden","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.156,,"Frequency: Monthly",
"Sweden","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.107,,"Frequency: Monthly",
"Eswatini","CPS - Retail Price Index 'B'","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.09,,"Frequency: Monthly",
"Seychelles","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.428,,"Frequency: Monthly",
"Seychelles","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.435,,"Frequency: Monthly",
"Syrian Arab Republic","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M11",1.625,,"Frequency: Monthly",
"Syrian Arab Republic","CPS - Retail Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M11",3.442,"Nonstandard COICOP classification: Food","Frequency: Monthly",
"Chad","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M07",2.666,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Chad","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M07",4.514,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Togo","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.058,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Togo","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",4.038,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Thailand","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.504,,"Frequency: Monthly",
"Thailand","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.212,,"Frequency: Monthly",
"Tajikistan","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2002M11",0.6,,"Frequency: Monthly",
"Tonga","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.464,"Nonstandard COICOP classification: Excluding rents","Frequency: Monthly",
"Tonga","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.454,,"Frequency: Monthly",
"Trinidad and Tobago","CPS - Index of Retail Prices","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.129,,"Frequency: Monthly",
"Trinidad and Tobago","CPS - Index of Retail Prices","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.17,,"Frequency: Monthly",
"Tunisia","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.525,,"Frequency: Monthly",
"Tunisia","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.3,"Nonstandard COICOP classification: Food and beverages","Frequency: Monthly",
"Türkiye","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.442,,"Frequency: Monthly",
"Türkiye","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.004,,"Frequency: Monthly",
"Taiwan, China","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.356,,"Frequency: Monthly",
"Taiwan, China","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.451,,"Frequency: Monthly",
"Uganda","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.138,,"Frequency: Monthly",
"Uganda","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.285,,"Frequency: Monthly",
"Ukraine","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2013M12",0.527,,"Frequency: Monthly",
"Ukraine","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2013M12",0.832,,"Frequency: Monthly",
"Uruguay","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.324,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Uruguay","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.924,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"United States of America","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.567,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"United States of America","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.32,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"Saint Vincent and the Grenadines","CPS - Index of Retail Prices","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.832,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Vincent and the Grenadines","CPS - Index of Retail Prices","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.354,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Venezuela (Bolivarian Republic of)","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",5.293,,"Frequency: Monthly",
"Venezuela (Bolivarian Republic of)","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",7.452,,"Frequency: Monthly",
"British Virgin Islands","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2006M02",0.175,,"Frequency: Monthly",
"British Virgin Islands","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2006M02",0.186,,"Frequency: Monthly",
"Viet Nam","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.239,,"Frequency: Monthly",
"Viet Nam","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.079,,"Frequency: Monthly",
"Samoa","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M06",0.559,"Nonstandard COICOP classification: Excluding rents","Frequency: Monthly",
"Samoa","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M06",0.947,,"Frequency: Monthly",
"Yemen","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2013M12",1.086,,"Frequency: Monthly",
"Yemen","CPS - Consumer Price Index","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2013M12",-1.187,,"Frequency: Monthly",
"South Africa","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.18,,"Frequency: Monthly",
"South Africa","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.448,,"Frequency: Monthly",
"Zambia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.74,,"Frequency: Monthly",
"Zambia","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.336,,"Frequency: Monthly",
"Zimbabwe","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.1,,"Frequency: Monthly",
"Zimbabwe","CPS - Consumer Price Survey","National consumer price index (CPI), monthly rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.314,,"Frequency: Monthly",
