"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Bangladesh","LFS - Labour Force Survey","Average monthly earnings of employees by sex and currency","Female","Currency: 2021 PPP $","2024",383.002,,,"Currency: BGD - Taka (BDT)","Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Average monthly earnings of employees by sex and currency","Female","Currency: U.S. dollars","2024",109.3,,,"Currency: BGD - Taka (BDT)","Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Average monthly earnings of employees by sex and currency","Other","Currency: Local currency","2024",12828.914,"Unreliable",,"Currency: BGD - Taka (BDT)","Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Average monthly earnings of employees by sex and currency","Other","Currency: 2021 PPP $","2024",388.866,"Unreliable",,"Currency: BGD - Taka (BDT)","Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","LFS - Labour Force Survey","Average monthly earnings of employees by sex and currency","Other","Currency: U.S. dollars","2024",110.973,"Unreliable",,"Currency: BGD - Taka (BDT)","Repository: ILO-STATISTICS - Micro data processing"
"Bulgaria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and currency","Total","Currency: Local currency","2024",1199.781,,,"Currency: BGR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and currency","Total","Currency: 2021 PPP $","2024",2627.251,,,"Currency: BGR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and currency","Total","Currency: U.S. dollars","2024",1298.62,,,"Currency: BGR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and currency","Male","Currency: Local currency","2024",1263.183,,,"Currency: BGR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and currency","Male","Currency: 2021 PPP $","2024",2766.086,,,"Currency: BGR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and currency","Male","Currency: U.S. dollars","2024",1367.245,,,"Currency: BGR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and currency","Female","Currency: Local currency","2024",1130.329,,,"Currency: BGR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and currency","Female","Currency: 2021 PPP $","2024",2475.166,,,"Currency: BGR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and currency","Female","Currency: U.S. dollars","2024",1223.446,,,"Currency: BGR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bahrain","ADM-IR - Social Insurance organization Records","Average monthly earnings of employees by sex and currency","Total","Currency: Local currency","2020",353,,,"Central tendency measure: Mean | Value type: Real values | Accounting concept: Gross | Working time arrangement coverage: Full-time and part time workers | Currency: BHR - Bahraini dinar (BHD)",
"Bahrain","ADM-IR - Social Insurance organization Records","Average monthly earnings of employees by sex and currency","Total","Currency: 2021 PPP $","2020",1780.188,,,"Central tendency measure: Mean | Value type: Real values | Accounting concept: Gross | Working time arrangement coverage: Full-time and part time workers | Currency: BHR - Bahraini dinar (BHD)",
"Bahrain","ADM-IR - Social Insurance organization Records","Average monthly earnings of employees by sex and currency","Total","Currency: U.S. dollars","2020",938.83,,,"Central tendency measure: Mean | Value type: Real values | Accounting concept: Gross | Working time arrangement coverage: Full-time and part time workers | Currency: BHR - Bahraini dinar (BHD)",
"Bahrain","ADM-IR - Social Insurance organization Records","Average monthly earnings of employees by sex and currency","Male","Currency: Local currency","2020",336,,,"Central tendency measure: Mean | Value type: Real values | Accounting concept: Gross | Working time arrangement coverage: Full-time and part time workers | Currency: BHR - Bahraini dinar (BHD)",
"Bahrain","ADM-IR - Social Insurance organization Records","Average monthly earnings of employees by sex and currency","Male","Currency: 2021 PPP $","2020",1694.457,,,"Central tendency measure: Mean | Value type: Real values | Accounting concept: Gross | Working time arrangement coverage: Full-time and part time workers | Currency: BHR - Bahraini dinar (BHD)",
"Bahrain","ADM-IR - Social Insurance organization Records","Average monthly earnings of employees by sex and currency","Male","Currency: U.S. dollars","2020",893.617,,,"Central tendency measure: Mean | Value type: Real values | Accounting concept: Gross | Working time arrangement coverage: Full-time and part time workers | Currency: BHR - Bahraini dinar (BHD)",
"Bahrain","ADM-IR - Social Insurance organization Records","Average monthly earnings of employees by sex and currency","Female","Currency: Local currency","2020",465,,,"Central tendency measure: Mean | Value type: Real values | Accounting concept: Gross | Working time arrangement coverage: Full-time and part time workers | Currency: BHR - Bahraini dinar (BHD)",
"Bahrain","ADM-IR - Social Insurance organization Records","Average monthly earnings of employees by sex and currency","Female","Currency: 2021 PPP $","2020",2345.007,,,"Central tendency measure: Mean | Value type: Real values | Accounting concept: Gross | Working time arrangement coverage: Full-time and part time workers | Currency: BHR - Bahraini dinar (BHD)",
"Bahrain","ADM-IR - Social Insurance organization Records","Average monthly earnings of employees by sex and currency","Female","Currency: U.S. dollars","2020",1236.702,,,"Central tendency measure: Mean | Value type: Real values | Accounting concept: Gross | Working time arrangement coverage: Full-time and part time workers | Currency: BHR - Bahraini dinar (BHD)",
"Bahamas","LFS - Labour Force & Household Survey","Average monthly earnings of employees by sex and currency","Total","Currency: Local currency","2023",5778.439,,,"Currency: BHS - Bahamian dollar (BSD)","Repository: ILO-STATISTICS - Micro data processing"
"Bahamas","LFS - Labour Force & Household Survey","Average monthly earnings of employees by sex and currency","Total","Currency: 2021 PPP $","2023",5092.218,,,"Currency: BHS - Bahamian dollar (BSD)","Repository: ILO-STATISTICS - Micro data processing"
"Bahamas","LFS - Labour Force & Household Survey","Average monthly earnings of employees by sex and currency","Total","Currency: U.S. dollars","2023",5778.439,,,"Currency: BHS - Bahamian dollar (BSD)","Repository: ILO-STATISTICS - Micro data processing"
