"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Guyana","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2019",47.73,,,"Repository: ILO-STATISTICS - Micro data processing"
"Guyana","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2019",41.14,,,"Repository: ILO-STATISTICS - Micro data processing"
"Honduras","HS - Continous Multi-Purpose Household Survey","Mean weekly hours actually worked per employee by sex","Total","2025",44.87,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Honduras","HS - Continous Multi-Purpose Household Survey","Mean weekly hours actually worked per employee by sex","Male","2025",45.88,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Honduras","HS - Continous Multi-Purpose Household Survey","Mean weekly hours actually worked per employee by sex","Female","2025",42.78,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Croatia","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",37.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",37.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",36.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Haiti","HIES - Households Living Conditions Survey","Mean weekly hours actually worked per employee by sex","Total","2012",45.71,,,"Repository: ILO-STATISTICS - Micro data processing"
"Haiti","HIES - Households Living Conditions Survey","Mean weekly hours actually worked per employee by sex","Male","2012",45.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Haiti","HIES - Households Living Conditions Survey","Mean weekly hours actually worked per employee by sex","Female","2012",45.2,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",37.13,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",37.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",36.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","LFS - National Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2023",41.93,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","LFS - National Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2023",43.67,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","LFS - National Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2023",38.38,,,"Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",56.19,,,"Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",58.84,,,"Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",48.84,,,"Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Mean weekly hours actually worked per employee by sex","Other","2024",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",33.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",35.95,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",30.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran (Islamic Republic of)","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",46.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran (Islamic Republic of)","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",48.05,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran (Islamic Republic of)","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",39.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iraq","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2021",31.59,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iraq","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2021",33.19,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iraq","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2021",21.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2023",34.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2023",37.36,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2023",31.11,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",37.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",40.88,,,"Repository: ILO-STATISTICS - Micro data processing"
"Israel","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",35.06,,,"Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",34.95,,,"Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",37.47,,,"Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",31.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2023",42.84,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2023",43.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2023",41.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours actually worked per employee by sex","Total","2024",48.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours actually worked per employee by sex","Male","2024",48.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours actually worked per employee by sex","Female","2024",48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Mean weekly hours actually worked per employee by sex","Total","2022",45.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Mean weekly hours actually worked per employee by sex","Male","2022",47.58,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Mean weekly hours actually worked per employee by sex","Female","2022",41.2,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours actually worked per employee by sex","Total","2023",41.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours actually worked per employee by sex","Male","2023",42.74,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours actually worked per employee by sex","Female","2023",39.04,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","HIES - Household Socio-Economic Survey","Mean weekly hours actually worked per employee by sex","Total","2023",49.69,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","HIES - Household Socio-Economic Survey","Mean weekly hours actually worked per employee by sex","Male","2023",49.93,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","HIES - Household Socio-Economic Survey","Mean weekly hours actually worked per employee by sex","Female","2023",49.34,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Total","2023",39.14,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Male","2023",40.09,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Female","2023",37.75,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Korea","LFS - Economically Active Population Survey","Mean weekly hours actually worked per employee by sex","Total","2025",37.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Korea","LFS - Economically Active Population Survey","Mean weekly hours actually worked per employee by sex","Male","2025",40.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Korea","LFS - Economically Active Population Survey","Mean weekly hours actually worked per employee by sex","Female","2025",34.57,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",42.01,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",42.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",40.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2022",43.84,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2022",44.44,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2022",42.79,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2019",47.83,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2019",50.96,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2019",40.46,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2017",49.44,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2017",50.96,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2017",44.5,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2025",40.08,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2025",40.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2025",39.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",45.2,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",46.23,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",43.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",50.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",51.78,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",50,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",38.29,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",38.92,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",37.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",35.34,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",37.47,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",32.88,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",38.09,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",38.76,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",37.43,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2025",39.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2025",40.65,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2025",38.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - Periodic Household Survey","Mean weekly hours actually worked per employee by sex","Total","2022",36.61,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - Periodic Household Survey","Mean weekly hours actually worked per employee by sex","Male","2022",38.46,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - Periodic Household Survey","Mean weekly hours actually worked per employee by sex","Female","2022",33.73,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Total","2019",48.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Male","2019",51.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Female","2019",43.61,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Mean weekly hours actually worked per employee by sex","Total","2025",43.87,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Mean weekly hours actually worked per employee by sex","Male","2025",46.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Mean weekly hours actually worked per employee by sex","Female","2025",40.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Mean weekly hours actually worked per employee by sex","Total","2021",40.9,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Mean weekly hours actually worked per employee by sex","Male","2021",41.18,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Mean weekly hours actually worked per employee by sex","Female","2021",40.33,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2025",39.4,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2025",39.71,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2025",39.01,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","Mean weekly hours actually worked per employee by sex","Total","2024",43.56,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","Mean weekly hours actually worked per employee by sex","Male","2024",44.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","Mean weekly hours actually worked per employee by sex","Female","2024",39.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",36.9,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",38.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",35.2,,,"Repository: ILO-STATISTICS - Micro data processing"
"Myanmar","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2020",44.73,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester"
"Myanmar","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2020",45.48,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester"
"Myanmar","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2020",43.59,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester"
"Montenegro","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",42.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",42.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",41.85,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",44.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",47.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",42.18,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mozambique","HIES - Household Budget Survey","Mean weekly hours actually worked per employee by sex","Total","2022",48.08,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mozambique","HIES - Household Budget Survey","Mean weekly hours actually worked per employee by sex","Male","2022",49.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mozambique","HIES - Household Budget Survey","Mean weekly hours actually worked per employee by sex","Female","2022",45.31,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HIES - Living Standards Survey","Mean weekly hours actually worked per employee by sex","Total","2019",47.74,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HIES - Living Standards Survey","Mean weekly hours actually worked per employee by sex","Male","2019",49.73,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HIES - Living Standards Survey","Mean weekly hours actually worked per employee by sex","Female","2019",41.1,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montserrat","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2020",38.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montserrat","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2020",40.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montserrat","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2020",36.92,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Mean weekly hours actually worked per employee by sex","Total","2024",39.28,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Mean weekly hours actually worked per employee by sex","Male","2024",41.32,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Mean weekly hours actually worked per employee by sex","Female","2024",36.86,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Malawi","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",29.74,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old"
"Malawi","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",33.98,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old"
"Malawi","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",23.45,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 64 years old"
"Namibia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2018",47.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Namibia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2018",48.56,,,"Repository: ILO-STATISTICS - Micro data processing"
"Namibia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2018",47.11,,,"Repository: ILO-STATISTICS - Micro data processing"
"New Caledonia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2020",36.92,,,"Repository: ILO-STATISTICS - Micro data processing"
"New Caledonia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2020",39.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"New Caledonia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2020",34.63,,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","LFS - National Survey on Employment and the Informal Sector","Mean weekly hours actually worked per employee by sex","Total","2017",39.97,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Niger","LFS - National Survey on Employment and the Informal Sector","Mean weekly hours actually worked per employee by sex","Male","2017",40.73,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Niger","LFS - National Survey on Employment and the Informal Sector","Mean weekly hours actually worked per employee by sex","Female","2017",36.7,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - General Household Survey","Mean weekly hours actually worked per employee by sex","Total","2024",40.3,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - General Household Survey","Mean weekly hours actually worked per employee by sex","Male","2024",41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - General Household Survey","Mean weekly hours actually worked per employee by sex","Female","2024",38.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","LFS - Continous Household Survey","Mean weekly hours actually worked per employee by sex","Total","2012",45.64,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","LFS - Continous Household Survey","Mean weekly hours actually worked per employee by sex","Male","2012",46.63,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","LFS - Continous Household Survey","Mean weekly hours actually worked per employee by sex","Female","2012",43.99,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Niue","PC - Population Census","Mean weekly hours actually worked per employee by sex","Total","2022",34.34,,,"Repository: ILO-STATISTICS - Micro data processing"
"Niue","PC - Population Census","Mean weekly hours actually worked per employee by sex","Male","2022",34.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Niue","PC - Population Census","Mean weekly hours actually worked per employee by sex","Female","2022",34.07,,,"Repository: ILO-STATISTICS - Micro data processing"
"Netherlands","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",29.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Netherlands","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Netherlands","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",25.93,,,"Repository: ILO-STATISTICS - Micro data processing"
"Norway","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",32.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Norway","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",34.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Norway","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",30.17,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nepal","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2017",43.62,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nepal","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2017",45.52,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nepal","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2017",38.91,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nauru","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Total","2024",34.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nauru","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Male","2024",35.55,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nauru","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Female","2024",34.14,,,"Repository: ILO-STATISTICS - Micro data processing"
"Pakistan","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2025",48.86,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Pakistan","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2025",50.11,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Pakistan","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2025",40.77,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Panama","LFS - Labour Market Survey","Mean weekly hours actually worked per employee by sex","Total","2024",41.45,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Panama","LFS - Labour Market Survey","Mean weekly hours actually worked per employee by sex","Male","2024",42.26,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Panama","LFS - Labour Market Survey","Mean weekly hours actually worked per employee by sex","Female","2024",40.42,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
