"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2025",5.878,,,"Currency: DOM - Dominican peso (DOP)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2025",28.603,,,"Currency: DOM - Dominican peso (DOP)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2025",15.341,,,"Currency: DOM - Dominican peso (DOP)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2025",-179.841,,,"Currency: DOM - Dominican peso (DOP)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2025",12.06,,,"Currency: DOM - Dominican peso (DOP)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2025",9.385,,,"Currency: DOM - Dominican peso (DOP)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2025",2.489,,,"Currency: DOM - Dominican peso (DOP)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 0. Armed forces occupations","2025",-25.276,,,"Currency: DOM - Dominican peso (DOP)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2025",-9.128,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2025",4.61,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2025",4.498,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2025",1.591,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (Skill level): Not elsewhere classified","2025",-7,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2025",-9.128,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2025",7.597,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2025",8.507,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2025",2.284,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2025",-3.224,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2025",19.59,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2025",7.385,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2025",15.543,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2025",6.052,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2025",1.591,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): 0. Armed forces occupations","2025",-7.855,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Gender wage gap by occupation (%)","Occupation (ISCO-08): X. Not elsewhere classified","2025",4.601,,,"Currency: ECU - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2024",5.447,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2024",8.013,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2024",9.596,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2024",4.144,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Not elsewhere classified","2024",,"Unreliable",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2024",5.447,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2024",10.556,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2024",5.593,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2024",12.96,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2024",-9.512,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2024",17.338,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2024",11.113,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2024",23.44,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2024",7.484,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2024",4.144,"Break in series",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): X. Not elsewhere classified","2024",,"Unreliable",,"Currency: EGY - Egyptian pound (EGP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2021",5.88,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2021",5.88,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2021",18.42,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2021",7.69,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2021",10,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2021",13.33,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2021",21.43,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2021",-15.38,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2021",21.43,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2021",7.14,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2021",16.67,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2021",21.074,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2021",18.709,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2021",38.121,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2021",22.378,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Not elsewhere classified","2021",-16.332,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2021",21.074,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2021",-2.566,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2021",12.514,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2021",33.846,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2021",17.869,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2021",37.993,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2021",9.232,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2021",51.59,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2021",48.023,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2021",22.378,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 0. Armed forces occupations","2021",-0.877,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","LFS - National Labor Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): X. Not elsewhere classified","2021",-8.016,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2022",16.81,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2022",16.81,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2022",22.35,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2022",13.2,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2022",17.84,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2022",4.86,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2022",8.77,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2022",2.63,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2022",14.89,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2022",14.29,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2022",13.16,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 0. Armed forces occupations","2022",18.03,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): X. Not elsewhere classified","2022",-0.59,,,"Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2024",1.534,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2024",2.626,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2024",10.106,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2024",14.448,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2024",1.534,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2024",1.11,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2024",3.463,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2024",0.171,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2024",4.263,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2024",16.898,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2024",36.574,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2024",5.748,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2024",17.502,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2024",14.448,,,"Currency: FJI - Fijian dollar (FJD)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2024",5.357,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2024",9.25,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2024",5.537,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2024",-10.16,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Not elsewhere classified","2024",10.054,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2024",5.357,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2024",19.68,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2024",4.48,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2024",6.21,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2024",9.896,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
