"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Jamaica","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2014",0.525,,"Currency: JAM - Jamaican dollar (JMD)","Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2014",0.519,,"Currency: JAM - Jamaican dollar (JMD)","Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2014",0.529,,"Currency: JAM - Jamaican dollar (JMD)","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.299,,"Currency: JOR - Jordanian dinar (JOD)","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.288,,"Currency: JOR - Jordanian dinar (JOD)","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.337,,"Currency: JOR - Jordanian dinar (JOD)","Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Gini index of hourly earnings of employees by sex","Total","2019",0.775,,"Currency: KEN - Kenyan shilling (KES)","Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Gini index of hourly earnings of employees by sex","Male","2019",0.777,,"Currency: KEN - Kenyan shilling (KES)","Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Gini index of hourly earnings of employees by sex","Female","2019",0.77,,"Currency: KEN - Kenyan shilling (KES)","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","HIES - Household Socio-Economic Survey","Gini index of hourly earnings of employees by sex","Total","2023",0.286,,"Currency: KHM - Riel (KHR)","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","HIES - Household Socio-Economic Survey","Gini index of hourly earnings of employees by sex","Male","2023",0.284,,"Currency: KHM - Riel (KHR)","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","HIES - Household Socio-Economic Survey","Gini index of hourly earnings of employees by sex","Female","2023",0.284,,"Currency: KHM - Riel (KHR)","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Total","2023",0.547,,"Currency: KIR - Australian dollar (AUD)","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Male","2023",0.556,,"Currency: KIR - Australian dollar (AUD)","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Female","2023",0.532,,"Currency: KIR - Australian dollar (AUD)","Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","HIES - Living Standards Survey","Gini index of hourly earnings of employees by sex","Total","2000",0.515,,"Currency: KOS - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","HIES - Living Standards Survey","Gini index of hourly earnings of employees by sex","Male","2000",0.491,,"Currency: KOS - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","HIES - Living Standards Survey","Gini index of hourly earnings of employees by sex","Female","2000",0.602,,"Currency: KOS - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2022",0.438,"Break in series","Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2022",0.438,"Break in series","Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2022",0.427,"Break in series","Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2019",0.426,"Break in series","Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2019",0.416,"Break in series","Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2019",0.426,"Break in series","Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2017",0.886,"Break in series","Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2017",0.892,"Break in series","Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2017",0.862,"Break in series","Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.376,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.355,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.414,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.711,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.733,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.682,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2025",0.309,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2025",0.326,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2025",0.293,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","LFS - National Survey on Employment and the Informal Sector","Gini index of hourly earnings of employees by sex","Total","2015",0.494,,"Currency: MDG - Malagasy ariary (MGA)","Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","LFS - National Survey on Employment and the Informal Sector","Gini index of hourly earnings of employees by sex","Male","2015",0.479,,"Currency: MDG - Malagasy ariary (MGA)","Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","LFS - National Survey on Employment and the Informal Sector","Gini index of hourly earnings of employees by sex","Female","2015",0.515,,"Currency: MDG - Malagasy ariary (MGA)","Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Total","2019",0.384,,"Currency: MDV - Rufiyaa (MVR)","Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Male","2019",0.39,,"Currency: MDV - Rufiyaa (MVR)","Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Female","2019",0.369,,"Currency: MDV - Rufiyaa (MVR)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Gini index of hourly earnings of employees by sex","Total","2025",0.349,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Gini index of hourly earnings of employees by sex","Male","2025",0.344,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Gini index of hourly earnings of employees by sex","Female","2025",0.356,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Total","2019",0.439,,"Currency: MHL - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Male","2019",0.437,,"Currency: MHL - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Female","2019",0.441,,"Currency: MHL - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.608,,"Currency: MLI - West African CFA franc (XOF)","Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.602,,"Currency: MLI - West African CFA franc (XOF)","Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.606,,"Currency: MLI - West African CFA franc (XOF)","Repository: ILO-STATISTICS - Micro data processing"
"Myanmar","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2020",0.443,,"Currency: MMR - Kyat (MMK)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester"
"Myanmar","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2020",0.433,,"Currency: MMR - Kyat (MMK)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester"
"Myanmar","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2020",0.456,,"Currency: MMR - Kyat (MMK)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester"
"Mongolia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.259,,"Currency: MNG - Tögrög (MNT)","Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.259,,"Currency: MNG - Tögrög (MNT)","Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.251,,"Currency: MNG - Tögrög (MNT)","Repository: ILO-STATISTICS - Micro data processing"
"Mozambique","HIES - Household Budget Survey","Gini index of hourly earnings of employees by sex","Total","2022",0.614,,"Currency: MOZ - Metical (MZN)","Repository: ILO-STATISTICS - Micro data processing"
"Mozambique","HIES - Household Budget Survey","Gini index of hourly earnings of employees by sex","Male","2022",0.605,,"Currency: MOZ - Metical (MZN)","Repository: ILO-STATISTICS - Micro data processing"
"Mozambique","HIES - Household Budget Survey","Gini index of hourly earnings of employees by sex","Female","2022",0.632,,"Currency: MOZ - Metical (MZN)","Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HIES - Living Standards Survey","Gini index of hourly earnings of employees by sex","Total","2019",0.589,,"Currency: MRT - Ouguiya (MRU)","Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HIES - Living Standards Survey","Gini index of hourly earnings of employees by sex","Male","2019",0.583,,"Currency: MRT - Ouguiya (MRU)","Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HIES - Living Standards Survey","Gini index of hourly earnings of employees by sex","Female","2019",0.601,,"Currency: MRT - Ouguiya (MRU)","Repository: ILO-STATISTICS - Micro data processing"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.382,,"Currency: MUS - Mauritian rupee (MUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.381,,"Currency: MUS - Mauritian rupee (MUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","LFS - Continuous Multi-Purpose Household Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.381,,"Currency: MUS - Mauritian rupee (MUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Malawi","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2013",0.706,"Break in series","Currency: MWI - Malawian kwacha (MWK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Malawi","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2013",0.714,"Break in series","Currency: MWI - Malawian kwacha (MWK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Malawi","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2013",0.689,"Break in series","Currency: MWI - Malawian kwacha (MWK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Namibia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2018",0.657,,"Currency: NAM - Namibian dollar (NAD)","Repository: ILO-STATISTICS - Micro data processing"
"Namibia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2018",0.646,,"Currency: NAM - Namibian dollar (NAD)","Repository: ILO-STATISTICS - Micro data processing"
"Namibia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2018",0.669,,"Currency: NAM - Namibian dollar (NAD)","Repository: ILO-STATISTICS - Micro data processing"
"New Caledonia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2017",0.438,,"Currency: NCL - CFP franc (XPF)","Repository: ILO-STATISTICS - Micro data processing"
"New Caledonia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2017",0.413,,"Currency: NCL - CFP franc (XPF)","Repository: ILO-STATISTICS - Micro data processing"
"New Caledonia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2017",0.466,,"Currency: NCL - CFP franc (XPF)","Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - General Household Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.504,,"Currency: NGA - Naira (NGN)","Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - General Household Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.509,,"Currency: NGA - Naira (NGN)","Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - General Household Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.476,,"Currency: NGA - Naira (NGN)","Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","LFS - Continous Household Survey","Gini index of hourly earnings of employees by sex","Total","2012",0.44,"Break in series","Currency: NIC - Cordoba (NIO) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","LFS - Continous Household Survey","Gini index of hourly earnings of employees by sex","Male","2012",0.436,"Break in series","Currency: NIC - Cordoba (NIO) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","LFS - Continous Household Survey","Gini index of hourly earnings of employees by sex","Female","2012",0.444,"Break in series","Currency: NIC - Cordoba (NIO) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nepal","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2017",0.376,"Break in series","Currency: NPL - Nepalese rupee (NPR) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nepal","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2017",0.367,"Break in series","Currency: NPL - Nepalese rupee (NPR) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nepal","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2017",0.393,"Break in series","Currency: NPL - Nepalese rupee (NPR) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Pakistan","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2025",0.262,,"Currency: PAK - Pakistani rupee (PKR)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Pakistan","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2025",0.258,,"Currency: PAK - Pakistani rupee (PKR)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Pakistan","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2025",0.293,,"Currency: PAK - Pakistani rupee (PKR)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Panama","LFS - Labour Market Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.42,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Panama","LFS - Labour Market Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.422,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Panama","LFS - Labour Market Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.412,,"Currency: PAN - Balboa (PAB)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Peru","LFS - Permanent Employment Survey, National","Gini index of hourly earnings of employees by sex","Total","2025",0.391,,"Currency: PER - Nuevo sol (PEN)","Repository: ILO-STATISTICS - Micro data processing"
"Peru","LFS - Permanent Employment Survey, National","Gini index of hourly earnings of employees by sex","Male","2025",0.377,,"Currency: PER - Nuevo sol (PEN)","Repository: ILO-STATISTICS - Micro data processing"
"Peru","LFS - Permanent Employment Survey, National","Gini index of hourly earnings of employees by sex","Female","2025",0.409,,"Currency: PER - Nuevo sol (PEN)","Repository: ILO-STATISTICS - Micro data processing"
"Philippines","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2023",0.392,,"Currency: PHL - Philippine peso (PHP)","Repository: ILO-STATISTICS - Micro data processing"
"Philippines","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2023",0.362,,"Currency: PHL - Philippine peso (PHP)","Repository: ILO-STATISTICS - Micro data processing"
"Philippines","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2023",0.427,,"Currency: PHL - Philippine peso (PHP)","Repository: ILO-STATISTICS - Micro data processing"
"Puerto Rico","PC - Population Census","Gini index of hourly earnings of employees by sex","Total","2020",0.44,,"Currency: PRI - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Puerto Rico","PC - Population Census","Gini index of hourly earnings of employees by sex","Male","2020",0.452,,"Currency: PRI - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Puerto Rico","PC - Population Census","Gini index of hourly earnings of employees by sex","Female","2020",0.426,,"Currency: PRI - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Portugal","LFS - Employment Survey","Gini index of hourly earnings of employees by sex","Total","2025",0.288,,"Currency: PRT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Portugal","LFS - Employment Survey","Gini index of hourly earnings of employees by sex","Male","2025",0.294,,"Currency: PRT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Portugal","LFS - Employment Survey","Gini index of hourly earnings of employees by sex","Female","2025",0.281,,"Currency: PRT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Paraguay","HS - Continuous Permanent Household Survey","Gini index of hourly earnings of employees by sex","Total","2025",0.386,,"Currency: PRY - Guarani (PYG)","Repository: ILO-STATISTICS - Micro data processing"
"Paraguay","HS - Continuous Permanent Household Survey","Gini index of hourly earnings of employees by sex","Male","2025",0.378,,"Currency: PRY - Guarani (PYG)","Repository: ILO-STATISTICS - Micro data processing"
"Paraguay","HS - Continuous Permanent Household Survey","Gini index of hourly earnings of employees by sex","Female","2025",0.396,,"Currency: PRY - Guarani (PYG)","Repository: ILO-STATISTICS - Micro data processing"
"Palestine (State of)","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2025",0.35,,"Currency: PSE - New Shekel (ILS)","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Excluding Gaza Strip"
"Palestine (State of)","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2025",0.347,,"Currency: PSE - New Shekel (ILS)","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Excluding Gaza Strip"
"Palestine (State of)","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2025",0.352,,"Currency: PSE - New Shekel (ILS)","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Excluding Gaza Strip"
"Rwanda","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.536,,"Currency: RWA - Rwandan franc (RWF)","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.552,,"Currency: RWA - Rwandan franc (RWF)","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.502,,"Currency: RWA - Rwandan franc (RWF)","Repository: ILO-STATISTICS - Micro data processing"
"Sudan","LFS - Labor Market Panel Survey","Gini index of hourly earnings of employees by sex","Total","2022",0.647,"Break in series","Currency: SDN - Sudanese pound (SDG) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sudan","LFS - Labor Market Panel Survey","Gini index of hourly earnings of employees by sex","Male","2022",0.654,"Break in series","Currency: SDN - Sudanese pound (SDG) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sudan","LFS - Labor Market Panel Survey","Gini index of hourly earnings of employees by sex","Female","2022",0.394,"Break in series","Currency: SDN - Sudanese pound (SDG) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Senegal","LFS - National Employment Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.631,,"Currency: SEN - West African CFA franc (XOF)","Repository: ILO-STATISTICS - Micro data processing"
"Senegal","LFS - National Employment Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.614,,"Currency: SEN - West African CFA franc (XOF)","Repository: ILO-STATISTICS - Micro data processing"
"Senegal","LFS - National Employment Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.667,,"Currency: SEN - West African CFA franc (XOF)","Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Gini index of hourly earnings of employees by sex","Total","2018",0.748,,"Currency: SLE - Leone (SLL)","Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Gini index of hourly earnings of employees by sex","Male","2018",0.749,,"Currency: SLE - Leone (SLL)","Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Gini index of hourly earnings of employees by sex","Female","2018",0.739,,"Currency: SLE - Leone (SLL)","Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.339,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.316,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.373,,"Currency: SLV - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Somalia","HIES - Integrated Household Budget Survey","Gini index of hourly earnings of employees by sex","Total","2022",0.607,,"Currency: SOM - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Somalia","HIES - Integrated Household Budget Survey","Gini index of hourly earnings of employees by sex","Male","2022",0.598,,"Currency: SOM - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Somalia","HIES - Integrated Household Budget Survey","Gini index of hourly earnings of employees by sex","Female","2022",0.632,,"Currency: SOM - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2023",0.712,,"Currency: SWZ - Lilangeni (SZL)","Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2023",0.692,,"Currency: SWZ - Lilangeni (SZL)","Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2023",0.731,,"Currency: SWZ - Lilangeni (SZL)","Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.365,,"Currency: THA - Baht (THB)","Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.361,,"Currency: THA - Baht (THB)","Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.37,,"Currency: THA - Baht (THB)","Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","HIES - Living Standards Survey","Gini index of hourly earnings of employees by sex","Total","2009",0.564,,"Currency: TJK - Somoni (TJS)","Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","HIES - Living Standards Survey","Gini index of hourly earnings of employees by sex","Male","2009",0.528,,"Currency: TJK - Somoni (TJS)","Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","HIES - Living Standards Survey","Gini index of hourly earnings of employees by sex","Female","2009",0.552,,"Currency: TJK - Somoni (TJS)","Repository: ILO-STATISTICS - Micro data processing"
"Tokelau","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Total","2016",0.32,,"Currency: TKL - New Zealand dollar (NZD)","Repository: ILO-STATISTICS - Micro data processing"
"Tokelau","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Male","2016",0.328,,"Currency: TKL - New Zealand dollar (NZD)","Repository: ILO-STATISTICS - Micro data processing"
"Tokelau","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Female","2016",0.308,,"Currency: TKL - New Zealand dollar (NZD)","Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2021",0.557,,"Currency: TLS - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2021",0.551,,"Currency: TLS - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2021",0.568,,"Currency: TLS - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2023",0.433,,"Currency: TON - Pa'anga (TOP)","Repository: ILO-STATISTICS - Micro data processing"
